Aalto University																									
Internal Combustion Engine Laboratory																									
Engine: 44AWI																									
Project: Hercules																									
Reference: RCP Test Run																									
Operator: Jari																									
2017.05.18																									
Time(hh:mm:ss)	SpeedSet(rpm)	SpeedMea(rpm)	TorqSet(Nm)	TorqMea(Nm)	InManPSet(bar)	InManPMea(bar)	InManTMea(C)	ExManPMea(bar)	ExManTMea(C)	FRailPSet(bar)	FRailPCtrl(V)	FRailPMea(bar)	InjStrtSet(deg)	InjQuantSet(mg)	VGTPosSet(V)	VGTPosMea(V)	FMfClc(g/h)	AFRMea(AFR)	NOxMea(Vol%)	ExAirTMea(C)	AmbPMea(bar)	AmbRHMea(%RH)	AmbTMea(C)	IntPMea(bard)	ChargeAirTMea(C)
03:47.5	1300	1284.315186	100	100.0132	0.067872	0.078871	15.309177	0.125635	236.892349	1450	3.1	588.540618	2.816186	19.253022	2.795426	2.703906	2893.977969	-11.876975	0	218.157296	1.020636	29.072358	28.301242	0.01656	42.755688
03:47.6	1300	1305.44043	100	98.627842	0.073841	0.097892	15.027108	0.180767	236.771465	1450	3.1	549.396202	2.922704	18.528903	2.786728	2.693602	2893.977969	-11.881034	0	218.239603	1.020636	29.746473	30.708335	0.016469	42.625659
03:47.7	1300	1278.89502	100	100.0132	0.075721	0.05616	15.02421	0.038325	236.867844	1450	3.1	528.793878	2.827654	19.155643	2.789398	2.709059	2899.634352	-11.881034	0	218.188032	1.020101	29.139974	31.609201	0.01656	42.679796
03:47.8	1300	1290.405762	100	100.0132	0.0768	0.082806	15.02421	0.124815	236.867844	1450	3.1	565.878061	2.906476	18.585072	2.799379	2.678146	2899.634352	-11.881034	0	218.188032	1.020101	29.139974	31.609201	0.01656	42.679796
03:47.9	1300	1303.695923	100	101.398558	0.080442	0.109124	15.107799	0.194499	237.00472	1450	3.1	621.504336	2.949202	18.261884	2.776559	2.698754	2996.126148	-11.87596	0	218.39375	1.020636	28.322431	30.08863	0.016605	42.785872
03:48.0	1300	1281.188843	100	101.398558	0.073758	0.066901	15.107799	-0.101247	237.00472	1450	3.1	569.998526	2.905677	18.555899	2.79259	2.683298	2996.126148	-11.87596	0	218.39375	1.020636	28.322431	30.08863	0.016605	42.785872
03:48.1	1300	1314.449097	100	101.398558	0.075693	0.083954	15.145094	0.137113	237.273273	1450	3.1	578.239456	2.90669	18.530977	2.806551	2.709059	2841.207195	-11.86378	0	218.536161	1.020369	28.699443	29.291047	0.01656	42.696089
03:48.2	1300	1309.843384	100	101.398558	0.08039	0.091415	15.145094	0.281604	237.273273	1450	3.1	532.914343	2.918681	18.454877	2.783922	2.683298	2841.207195	-11.86378	0	218.536161	1.020369	28.699443	29.291047	0.01656	42.696089
03:48.3	1300	1284.232788	100	101.398558	0.082323	0.066983	15.206593	0.247172	237.431084	1450	3.1	528.793878	2.935226	18.296581	2.790988	2.703906	2873.798833	-11.86581	0	218.59329	1.019833	30.207494	30.082892	0.016469	42.762913
03:48.4	1300	1292.866577	100	100.0132	0.075642	0.079035	15.206593	-0.015987	237.431084	1450	3.1	611.203174	2.772721	19.404319	2.798784	2.693602	2873.798833	-11.86581	0	218.59329	1.019833	30.207494	30.082892	0.016469	42.762913
03:48.5	1300	1314.319458	100	101.398558	0.082536	0.111912	14.987829	0.150844	237.557775	1450	3.1	580.299688	2.90603	18.52305	2.78313	2.698754	2906.685552	-11.885094	0	218.660351	1.019565	28.990399	31.287873	0.016469	42.856477
03:48.6	1300	1309.028931	100	98.627842	0.080701	0.079199	14.987829	0.227087	237.557775	1450	3.1	605.022477	2.831515	19.052046	2.789356	2.698754	2906.685552	-11.885094	0	218.660351	1.019565	28.990399	31.287873	0.016469	42.856477
03:48.7	1300	1288.535278	100	100.0132	0.083096	0.070836	15.160963	0.030742	237.594024	1450	3.1	561.757596	2.924557	18.430739	2.805728	2.693602	2938.371455	-11.650641	0	218.79721	1.019297	28.701492	28.591011	0.01656	42.809837
03:48.8	1300	1315.140503	100	98.627842	0.07703	0.102483	15.160963	0.122151	237.594024	1450	3.1	545.275737	2.881827	18.746718	2.793696	2.703906	2938.371455	-11.650641	0	218.79721	1.019297	28.701492	28.591011	0.01656	42.809837
03:48.9	1300	1310.229614	100	101.398558	0.077425	0.084528	15.160963	0.176668	237.594024	1450	3.1	520.552948	2.728813	19.808467	2.789132	2.683298	3024.089526	-11.650641	0	218.79721	1.019297	28.400292	28.591011	0.016514	42.809837
03:49.0	1300	1314.017212	100	101.398558	0.08153	0.088053	15.277734	0.283859	237.680385	1450	3.1	559.697364	2.813549	19.238032	2.803502	2.698754	3024.089526	-11.86987	0	218.849164	1.019297	28.400292	29.727136	0.016514	42.939438
03:49.1	1300	1309.800537	100	100.0132	0.071932	0.106746	15.040666	0.155968	237.356378	1450	3.1	594.721315	2.911416	18.552686	2.800721	2.68845	2888.169931	-11.85769	0	218.740128	1.019833	29.31004	30.054202	0.016424	42.909389
03:49.2	1300	1309.414795	100	98.627842	0.075814	0.066901	15.040666	0.116412	237.356378	1450	3.1	615.323639	2.854775	17.531997	2.801578	2.709059	2888.169931	-11.85769	0	218.740128	1.019833	29.31004	30.054202	0.016424	42.909389
03:49.2	1300	1288.410767	100	100.0132	0.070647	0.076575	15.040666	0.294106	237.356378	1450	3.1	580.299688	2.917648	18.46654	2.815522	2.683298	2877.547061	-11.85769	0	218.740128	1.019833	29.31004	30.054202	0.016424	42.909389
03:49.3	1300	1296.302246	100	97.242485	0.079977	0.323849	15.104627	0.065174	237.371579	1450	3.1	561.757596	2.928878	18.359779	2.791894	2.703906	2877.547061	-11.86784	0	218.711856	1.019565	28.570358	31.821508	0.01665	42.837237
03:49.4	1300	1306.591675	100	100.0132	0.070218	0.086004	15.224029	0.034431	237.440289	1450	3.1	551.456434	2.770953	19.400368	2.80133	2.683298	2847.238891	-11.870885	0	218.903641	1.019833	30.301747	29.511961	0.016696	42.959642
03:49.5	1300	1291.238892	100	100.0132	0.070608	0.084528	15.224029	0.261929	237.440289	1450	3.1	506.131322	2.834733	18.95403	2.935589	2.693602	2847.238891	-11.870885	0	218.903641	1.019833	30.301747	29.511961	0.016696	42.959642
03:49.6	1300	1298.954224	100	100.0132	0.071751	0.092563	15.054356	-0.122562	237.173079	1450	3.1	522.613181	2.99864	17.82558	2.82724	2.693602	2894.786536	-11.874945	0	218.747977	1.019565	30.328384	30.412827	0.01656	42.976293
03:49.7	1300	1302.337769	100	101.398558	0.073955	0.096826	15.054356	0.033612	237.173079	1450	3.1	578.239456	2.95385	18.101325	2.826435	2.693602	2894.786536	-11.874945	0	218.747977	1.019565	30.328384	30.412827	0.01656	42.976293
03:49.8	1300	1311.217529	100	100.0132	0.073195	0.08543	15.177935	0.352723	237.180077	1450	3.1	607.082709	3.081323	17.19395	2.83208	2.703906	2803.844012	-11.87596	0	218.832668	1.019297	28.607239	28.47912	0.016514	42.962315
03:49.9	1300	1316.005981	100	100.0132	0.073518	-0.140364	15.177935	-0.020496	237.180077	1450	3.1	563.817829	2.91482	18.315794	2.835828	2.693602	2803.844012	-11.87596	0	218.832668	1.019297	28.607239	28.47912	0.016514	42.962315
03:50.0	1300	1297.4375	100	98.627842	0.072325	0.088709	15.177935	0.074397	237.180077	1450	3.1	580.299688	2.95009	17.966189	2.832244	2.698754	2780.091797	-11.87596	0	218.832668	1.019297	28.607239	28.47912	0.016514	42.962315
03:50.1	1300	1277.832886	100	100.0132	0.070816	0.071328	15.216568	0.25783	237.136132	1450	3.1	524.673413	2.785991	19.183454	2.711848	2.68845	2780.091797	-11.858705	0	218.874186	1.019029	29.457566	30.409958	0.016469	43.021336
03:50.3	1300	1301.786743	100	101.398558	0.070244	0.100597	15.3015	0.047958	236.934254	1450	3.1	524.673413	2.767619	19.314753	2.818641	2.709059	2922.077244	-11.876975	0	218.83322	1.019297	28.111386	28.134839	0.01656	43.063592
03:50.4	1300	1302.507202	100	101.398558	0.078424	0.085512	15.3015	0.042629	236.934254	1450	3.1	574.118991	2.947562	18.103031	2.806334	2.68845	2922.077244	-11.876975	0	218.83322	1.019297	28.111386	28.134839	0.01656	43.063592
03:50.5	1300	1315.183838	100	100.0132	0.079664	0.091825	15.165704	0.275865	236.759711	1450	3.1	586.480385	3.009488	17.670304	2.820925	2.709059	3048.361403	-11.882049	0	219.007284	1.019297	28.732227	27.905319	0.01656	42.915666
03:50.6	1300	1290.405762	100	101.398558	0.07785	0.105599	15.165704	0.133423	236.759711	1450	3.1	578.239456	2.862184	18.664979	2.815481	2.683298	3048.361403	-11.882049	0	219.007284	1.019297	28.732227	27.905319	0.01656	42.915666
03:50.7	1300	1269.76062	100	97.242485	0.075737	0.064851	15.153638	0.123586	236.721511	1450	3.1	569.998526	2.937806	18.130784	2.820684	2.709059	2781.529261	-11.866825	0	218.856197	1.019833	30.363216	29.239405	0.016605	43.01439
03:50.8	1300	1298.617065	100	98.627842	0.066358	0.079445	15.153638	0.290007	236.721511	1450	3.1	518.492716	2.825133	18.913353	2.834565	2.693602	2781.529261	-11.866825	0	218.856197	1.019833	30.363216	29.239405	0.016605	43.01439
03:50.9	1300	1301.278564	100	100.0132	0.079472	0.10773	15.158562	0.136498	236.871001	1450	3.1	537.034808	2.751682	19.431018	2.80866	2.709059	2881.009428	-11.87393	0	218.898884	1.019833	30.03333	30.467338	0.01656	42.986749
03:51.0	1300	1306.8479	100	101.398558	0.07877	0.076657	15.158562	0.156378	236.871001	1450	3.1	625.624801	2.932881	18.205016	2.815727	2.703906	2881.009428	-11.87393	0	218.898884	1.019833	30.03333	30.467338	0.01656	42.986749
03:51.1	1300	1299.840698	100	101.398558	0.081267	0.090431	15.082274	0.12502	237.088818	1450	3.1	574.118991	2.886617	18.509347	2.829752	2.693602	2882.722717	-11.87393	0	219.162386	1.020101	29.660416	30.128796	0.016605	42.986749
03:51.2	1300	1299.29187	100	98.627842	0.077615	0.109452	15.082274	0.187941	237.088818	1450	3.1	590.60085	3.006046	17.678189	2.817104	2.698754	2882.722717	-11.866825	0	219.162386	1.020101	29.660416	30.128796	0.016605	43.024402
03:51.2	1300	1279.42688	100	100.0132	0.081439	0.07346	15.247756	0.220528	237.152506	1450	3.1	543.215505	2.870662	18.59982	2.822414	2.683298	2849.568081	-11.87393	0	219.097867	1.020369	30.863168	29.620983	0.01656	43.006389
03:51.3	1300	1288.950439	100	100.0132	0.083084	0.078543	15.247756	-0.051444	237.152506	1450	3.1	561.757596	2.725612	19.625454	2.832575	2.698754	2849.568081	-11.87393	0	219.097867	1.020369	30.863168	29.620983	0.01656	43.006389
03:51.4	1300	1304.291138	100	100.0132	0.07392	0.100843	15.247756	0.125635	237.152506	1450	3.1	576.179223	2.936368	18.207116	2.820241	2.68845	2835.901097	-11.87393	0	219.097867	1.020369	30.863168	29.620983	0.01656	43.006389
03:51.5	1300	1310.787842	100	100.0132	0.073407	0.078379	15.003746	0.059436	237.398106	1450	3.1	621.504336	2.909865	18.377691	2.823236	2.703906	2835.901097	-11.876975	0	219.040793	1.019565	29.848922	28.01721	0.01656	42.983414
03:51.6	1300	1326.831787	100	98.627842	0.079693	0.082068	15.113062	0.10473	237.728924	1450	3.1	590.60085	2.871387	18.674215	2.832338	2.683298	3121.685713	-11.848556	0	219.256566	1.019565	29.373558	30.280853	0.016514	43.121592
03:51.7	1300	1326.040161	100	100.0132	0.073542	0.103139	15.113062	0.283039	237.728924	1450	3.1	547.33597	2.846213	18.856498	2.825264	2.698754	3121.685713	-11.848556	0	219.256566	1.019565	29.373558	30.280853	0.016514	43.121592
03:51.8	1300	1311.389404	100	101.398558	0.083697	0.066819	15.22345	-0.037302	237.82277	1450	3.1	534.974575	2.663691	20.141007	2.822166	2.693602	2937.597372	-11.85769	0	219.39299	1.018494	29.029329	30.716942	0.016514	43.123791
03:51.9	1300	1286.380371	100	100.0132	0.082634	0.074279	15.22345	-0.00164	237.82277	1450	3.1	510.251786	2.877002	18.731744	2.83402	2.703906	2937.597372	-11.85769	0	219.39299	1.018494	29.029329	30.716942	0.016514	43.123791
03:52.0	1300	1317.479736	100	100.0132	0.07425	0.109698	15.22345	0.314192	237.82277	1450	3.1	574.118991	2.840683	19.005428	2.820596	2.693602	2944.351295	-11.85769	0	219.39299	1.018494	29.029329	30.716942	0.016514	43.123791
03:52.1	1300	1318.00061	100	100.0132	0.072237	0.07018	14.991678	0.209256	237.886846	1450	3.1	588.540618	2.764685	19.559592	2.825109	2.698754	2944.351295	-11.885094	0	219.479976	1.019565	28.457664	28.301242	0.01656	43.105726
03:52.3	1300	1312.766724	100	101.398558	0.077979	0.073214	15.323939	0.000819	237.82833	1450	3.1	569.998526	3.002816	17.926143	2.841353	2.698754	2853.621243	-11.87393	0	219.335554	1.020369	27.19754	29.847634	0.016514	43.215021
03:52.4	1300	1322.970215	100	100.0132	0.077898	0.102237	15.323939	0.361536	237.82833	1450	3.1	569.998526	2.879282	18.767297	2.822635	2.693602	2853.621243	-11.87393	0	219.335554	1.020369	27.19754	29.847634	0.016514	43.215021
03:52.5	1300	1295.672485	100	100.0132	0.07247	0.066573	14.90322	0.051852	237.586601	1450	3.1	557.637132	2.732888	19.774426	2.826575	2.698754	2877.933074	-11.881034	0	219.547795	1.020101	28.834676	27.905319	0.016605	42.980869
03:52.6	1300	1302.592163	100	101.398558	0.073263	0.073214	14.90322	0.085465	237.586601	1450	3.1	524.673413	2.802819	19.312124	2.841929	2.68845	2877.933074	-11.881034	0	219.547795	1.020101	28.834676	27.905319	0.016605	42.980869
03:52.7	1300	1283.985596	100	101.398558	0.072272	0.103631	15.21648	0.290007	237.415088	1450	3.1	549.396202	2.914757	18.576456	2.825572	2.703906	2889.241339	-11.877989	0	219.388824	1.020369	29.848922	30.69399	0.016514	42.975192
03:52.8	1300	1296.596436	100	100.0132	0.072454	0.07305	15.21648	0.013936	237.415088	1450	3.1	565.878061	2.962694	18.22595	2.828595	2.678146	2889.241339	-11.877989	0	219.388824	1.020369	29.848922	30.69399	0.016514	42.975192
03:52.9	1300	1299.714111	100	98.627842	0.072991	0.081248	15.248632	0.070093	237.051604	1450	3.1	602.962244	2.961004	18.243298	2.844844	2.709059	2918.147494	-11.880019	0	219.31612	1.020369	29.881706	30.708335	0.016514	43.056704
03:53.0	1300	1273.763672	100	100.0132	0.07253	0.093465	15.248632	0.373218	237.051604	1450	3.1	555.576899	2.974036	18.101804	2.831082	2.683298	2918.147494	-11.880019	0	219.31612	1.020369	29.881706	30.708335	0.016514	43.056704
03:53.1	1300	1297.4375	100	100.0132	0.074626	0.064277	15.131592	0.156583	236.929495	1450	3.1	541.155272	2.969149	18.085366	2.834431	2.703906	2772.998928	-11.8719	0	219.257883	1.020101	30.652123	29.268095	0.01656	43.021922
03:53.2	1300	1296.806519	100	100.0132	0.073938	-0.118801	15.131592	-0.060872	236.929495	1450	3.1	526.733646	2.98082	18.753213	2.841972	2.693602	2772.998928	-11.8719	0	219.257883	1.020101	30.652123	29.268095	0.01656	43.021922
03:53.2	1300	1293.242798	100	98.627842	0.077623	0.089775	15.223143	0.361741	236.781819	1450	3.1	576.179223	3.062498	17.38711	2.825794	2.698754	2784.730391	-11.87596	0	219.346336	1.019297	28.918684	28.10328	0.01656	43.180659
03:53.3	1300	1297.7323	100	100.0132	0.075924	0.074771	15.223143	0.155148	236.781819	1450	3.1	623.564568	3.004502	17.716967	2.726434	2.693602	2784.730391	-11.87596	0	219.346336	1.019297	28.918684	28.10328	0.01656	43.180659
03:53.4	1300	1277.996094	100	100.0132	0.078164	0.098138	15.223143	0.184047	236.781819	1450	3.1	580.299688	3.012697	17.615875	2.821973	2.693602	2861.975243	-11.87596	0	219.346336	1.019297	28.918684	28.10328	0.01656	43.180659
03:53.5	1300	1297.7323	100	100.0132	0.075928	0.083134	15.201656	0.18917	236.534625	1450	3.1	563.817829	2.965433	17.890359	2.816025	2.698754	2861.975243	-11.870885	0	219.318666	1.020101	29.629681	30.074285	0.01656	43.104343
03:53.6	1300	1284.892822	100	101.398558	0.077286	0.087315	15.201656	0.16847	236.534625	1450	3.1	530.85411	2.859657	18.587455	2.827858	2.693602	2801.614229	-11.870885	0	219.318666	1.020101	29.629681	30.074285	0.01656	43.104343
03:53.7	1300	1292.407104	100	101.398558	0.076374	0.093219	15.156988	0.203722	236.123481	1450	3.1	528.793878	2.940024	18.027494	2.821962	2.703906	2801.614229	-11.86987	0	219.056074	1.020101	30.506645	28.416002	0.01656	43.088217
03:53.8	1300	1288.784302	100	98.627842	0.075463	0.09535	15.085908	0.171135	236.228135	1450	3.1	567.938294	2.951724	17.953891	2.825284	2.683298	2901.33181	-11.85972	0	219.333792	1.019833	28.900244	30.057071	0.016605	43.035889
03:53.9	1300	1278.118652	100	100.0132	0.068653	0.084692	15.085908	0.205567	236.228135	1450	3.1	629.745266	2.982852	17.732224	2.833158	2.703906	2901.33181	-11.85972	0	219.333792	1.019833	28.900244	30.057071	0.016605	43.035889
03:54.0	1300	1288.825806	100	97.242485	0.076436	0.108304	15.27927	0.218274	236.583395	1450	3.1	584.420153	2.889741	18.359367	2.832144	2.683298	2809.502575	-11.880019	0	219.321394	1.020101	29.543624	27.999996	0.01656	43.02602
03:54.1	1300	1315.270386	100	97.242485	0.071235	0.073542	15.27927	0.077471	236.583395	1050	3.27664	582.35992	2.69847	19.681124	2.830764	2.703906	2809.502575	-11.880019	0	219.321394	1.020101	29.543624	27.999996	0.01656	43.02602
03:54.2	1300	1312.766724	100	100.0132	0.075879	0.077969	15.141667	0.184252	237.006708	1050	3.217068	547.33597	2.87194	18.532933	2.84216	2.683298	2919.178205	-11.876975	0	219.412991	1.020101	29.576407	30.848916	0.01656	43.096411
03:54.3	1300	1303.780884	100	101.398558	0.079897	0.065917	15.141667	0.240204	237.006708	1050	3.177154	534.974575	2.832008	18.860372	2.823856	2.698754	2919.178205	-11.876975	0	219.412991	1.020101	29.576407	30.848916	0.01656	43.096411
03:54.2	1300	1310.10083	100	100.0132	0.074634	0.090185	15.141667	0.27935	237.006708	1050	3.119212	528.793878	2.881264	18.550427	2.828575	2.693602	3155.590633	-11.876975	0	219.412991	1.020101	29.576407	30.848916	0.01656	43.096411
03:54.3	1300	1311.045532	100	98.627842	0.06626	0.092071	15.141667	0.199828	237.006708	1050	3.1	609.142942	2.678529	19.941376	2.826862	2.703906	3155.590633	-11.876975	0	219.412991	1.020101	29.576407	30.848916	0.01656	43.096411
03:54.4	1300	1305.781372	100	100.0132	0.071256	-0.257032	15.245528	0.134858	237.239404	1050	3.1	592.661082	2.682515	19.936348	2.837265	2.698754	3155.590633	-11.703418	0	219.426115	1.019833	29.160464	28.889387	0.016514	43.09542
03:54.5	1300	1311.045532	100	98.627842	0.063706	0.083872	15.255322	0.220528	237.703546	1050	3.100089	598.84178	2.869909	18.737565	2.843953	2.698754	3123.901432	-11.877989	0	219.675245	1.020369	30.271012	30.40422	0.01656	43.110419
03:54.6	1300	1306.335693	100	100.0132	0.07219	0.073788	15.021027	0.165601	237.505458	1050	3.1	580.299688	2.774412	19.439399	2.652624	2.693602	3175.092464	-11.860735	0	219.435065	1.020369	28.199492	30.803012	0.01656	43.07968
03:54.7	1300	1307.061279	100	102.783916	0.072367	0.079527	15.021027	0.212125	237.505458	1050	3.1	553.516667	2.811856	19.215627	2.80975	2.698754	3175.092464	-11.860735	0	219.435065	1.020369	28.199492	30.803012	0.01656	43.07968
03:54.8	1300	1294.28894	100	98.627842	0.073792	0.09535	15.021027	0.295541	237.505458	1050	3.1	528.793878	2.769527	19.554721	2.804474	2.693602	3074.358551	-11.860735	0	219.435065	1.020369	28.199492	30.803012	0.01656	43.07968
03:54.9	1300	1296.512329	100	97.242485	0.079372	0.061079	15.208553	0.065174	237.558031	1050	3.1	526.733646	2.720507	19.977971	2.80456	2.693602	3074.358551	-11.877989	0	219.664558	1.020636	29.848922	30.926379	0.01656	43.053447
03:55.0	1300	1304.673828	100	100.0132	0.071361	0.08133	15.24645	0.097147	237.638366	1050	3.1	530.85411	2.798072	19.516207	2.817483	2.709059	3086.738015	-11.872915	0	219.657599	1.021172	30.715641	30.05994	0.016514	43.17141
03:55.1	1300	1293.326538	100	100.0132	0.072615	0.121504	15.24645	0.304764	237.638366	1050	3.1	561.757596	2.990967	18.238333	2.80024	2.683298	3086.738015	-11.872915	0	219.657599	1.021172	30.715641	30.05994	0.016514	43.17141
03:55.4	1300	1293.11731	100	100.0132	0.073067	0.079281	15.099312	-0.088745	237.423873	1050	3.1	609.142942	2.972484	18.375606	2.810003	2.709059	2981.324181	-11.876975	0	219.729726	1.019833	29.156366	29.130383	0.01656	43.122698
03:55.5	1300	1296.638428	100	100.0132	0.071038	0.076985	15.099312	0.089564	237.423873	1050	3.1	574.118991	2.995968	18.176426	2.833551	2.678146	2981.324181	-11.876975	0	219.729726	1.019833	29.156366	29.130383	0.01656	43.122698
03:55.6	1300	1287.788452	100	100.0132	0.075635	0.111748	15.099312	0.324644	237.423873	1050	3.1	578.239456	2.953943	18.459819	2.812395	2.703906	3026.076574	-11.876975	0	219.729726	1.019833	29.156366	29.130383	0.01656	43.122698
03:55.7	1300	1288.950439	100	100.0132	0.077967	0.080101	15.262215	-0.070914	237.209649	1050	3.1	543.215505	2.893101	18.86287	2.810193	2.693602	3026.076574	-11.885094	0	219.714322	1.019565	29.560016	29.563603	0.016469	43.101491
03:55.8	1300	1287.084229	100	97.242485	0.069867	0.068786	15.176736	0.040785	237.027386	1050	3.1	528.793878	2.855534	19.096489	2.833328	2.703906	2902.535407	-11.87393	0	219.5207	1.019833	28.551917	31.537476	0.01656	43.147864
03:55.9	1300	1309.114746	100	98.627842	0.073342	0.103549	15.176736	0.297385	237.027386	1050	3.1	516.432484	2.961815	18.360493	2.817794	2.683298	2902.535407	-11.87393	0	219.5207	1.019833	28.551917	31.537476	0.01656	43.147864
03:56.0	1300	1289.573853	100	100.0132	0.069829	0.074443	15.242126	-0.00123	237.082692	1050	3.1	600.902012	2.928528	18.536675	2.814131	2.703906	2803.962	-11.892199	0	219.665108	1.019297	28.3839	28.642653	0.016514	43.229348
03:56.1	1300	1274.859741	100	100.0132	0.072903	0.089611	15.242126	0.066404	237.082692	1050	3.1	578.239456	2.989317	18.455716	2.831209	2.68845	2803.962	-11.892199	0	219.665108	1.019297	28.3839	28.642653	0.016514	43.229348
03:56.2	1300	1301.829102	100	102.783916	0.076176	0.105107	15.15207	0.252911	237.149403	1050	3.10129	574.118991	2.915812	18.549305	2.816224	2.703906	2748.088113	-11.891184	0	219.825157	1.018762	29.53133	29.239405	0.016514	43.081376
03:56.4	1300	1291.572632	100	100.0132	0.072214	0.076575	15.15207	0.161502	237.149403	1050	3.1	526.733646	2.858192	18.943553	2.826442	2.703906	2748.088113	-11.891184	0	219.825157	1.018762	29.53133	29.239405	0.016514	43.081376
03:56.5	1300	1298.532715	100	98.627842	0.074303	0.109452	15.15207	0.252091	237.149403	1050	3.1	547.33597	2.765069	19.580461	2.835153	2.68845	2854.829177	-11.891184	0	219.825157	1.018762	29.53133	29.239405	0.016514	43.081376
03:56.6	1300	1290.530762	100	101.398558	0.079603	0.070262	15.165933	0.178718	237.276637	1050	3.1	619.444104	2.834185	19.135124	2.819395	2.698754	2854.829177	-11.858705	0	219.844763	1.020101	28.3839	30.234949	0.016605	43.190409
03:56.7	1300	1297.395386	100	100.0132	0.079752	0.08092	15.268981	0.148795	237.455095	1050	3.1	580.299688	3.057275	17.581052	2.83687	2.693602	2880.871536	-11.864795	0	219.894148	1.020101	28.521182	29.018492	0.016605	43.175696
03:56.8	1300	1314.5354	100	97.242485	0.085262	0.114781	15.268981	0.261519	237.455095	1050	3.1	578.239456	2.940448	18.365569	2.815133	2.703906	2880.871536	-11.864795	0	219.894148	1.020101	28.521182	29.018492	0.016605	43.175696
03:56.9	1300	1291.530762	100	100.0132	0.077084	0.073624	15.268981	-0.095304	237.455095	1050	3.1	528.793878	2.850023	18.964545	2.824086	2.683298	2812.987575	-11.864795	0	219.894148	1.020101	28.521182	29.018492	0.016605	43.175696
03:57.0	1300	1296.470459	100	95.857127	0.079271	0.094038	15.144903	0.097557	237.753996	1050	3.1	572.058758	2.913972	18.532063	2.841562	2.698754	2812.987575	-11.872915	0	220.006386	1.020101	29.465762	30.243556	0.016605	43.231597
03:57.1	1300	1308.08728	100	101.398558	0.081247	0.113551	15.144903	0.272586	237.753996	1050	3.1	576.179223	2.752512	19.630286	2.821157	2.678146	2927.777138	-11.872915	0	220.006386	1.020101	29.465762	30.243556	0.016605	43.231597
03:57.2	1300	1301.87146	100	100.0132	0.071646	0.084774	15.009621	-0.062101	237.879054	1050	3.1	602.962244	2.950253	18.32201	2.836781	2.68845	2927.777138	-11.872915	0	219.837316	1.018762	24.540011	31.663713	0.016424	43.108255
03:57.3	1300	1310.530029	100	100.0132	0.070804	0.096744	15.215149	0.054722	238.18305	1050	3.1	574.118991	2.806224	19.342008	2.849672	2.709059	3159.10678	-11.889154	0	219.878971	1.020369	27.847067	28.180743	0.016605	43.236604
03:57.4	1300	1307.958984	100	100.0132	0.076497	0.075673	15.215149	0.31993	238.18305	1050	3.1	561.757596	2.854233	19.03838	2.834563	2.68845	3159.10678	-11.889154	0	219.878971	1.020369	27.847067	28.180743	0.016605	43.236604
03:57.5	1300	1313.283936	100	98.627842	0.074705	0.093219	15.247501	-0.040991	238.342337	1050	3.1	518.492716	2.750597	19.768582	2.842708	2.703906	2979.213586	-11.879004	0	220.181122	1.019833	28.168757	31.457144	0.016514	43.280413
03:57.6	1300	1320.349976	100	100.0132	0.075117	0.115519	15.247501	0.137318	238.342337	1050	3.1	532.914343	2.819375	19.322486	2.832908	2.68845	2979.213586	-11.879004	0	220.181122	1.019833	28.168757	31.457144	0.016514	43.280413
03:57.7	1300	1315.746216	100	97.242485	0.071098	0.087069	15.132817	0.190605	238.662164	1050	3.1	578.239456	2.68168	20.305899	2.844635	2.698754	3058.212101	-11.884079	0	220.275605	1.020369	29.803844	29.787385	0.01656	43.371331
03:57.8	1300	1333.600098	100	98.627842	0.078677	0.090185	15.132817	0.08403	238.662164	1050	3.1	623.564568	2.859687	19.146104	2.854452	2.693602	3058.212101	-11.884079	0	220.275605	1.020369	29.803844	29.787385	0.01656	43.371331
03:57.9	1300	1329.787354	100	101.398558	0.071743	0.106255	15.152622	0.21356	238.781393	1050	3.1	582.35992	2.85918	19.186667	2.845868	2.698754	3132.606089	-11.629327	0	220.282825	1.019833	29.006791	28.803317	0.01656	43.413555
03:58.0	1300	1312.723633	100	98.627842	0.07262	0.064687	15.152622	0.206591	238.781393	1050	3.1	607.082709	2.984442	18.337778	2.848358	2.693602	3132.606089	-11.629327	0	220.282825	1.019833	29.006791	28.803317	0.01656	43.413555
03:58.1	1300	1321.353027	100	101.398558	0.068947	0.076001	15.155218	0.327513	238.837803	1050	3.1	578.239456	2.815634	18.586338	2.860515	2.68845	2988.043688	-11.872915	0	220.339158	1.019565	27.957712	29.087348	0.01656	43.400891
03:58.2	1300	1316.092529	100	100.0132	0.064184	0.079117	15.155218	0.059026	238.837803	1050	3.1	553.516667	2.952134	18.570911	2.843689	2.678146	2988.043688	-11.872915	0	220.339158	1.019565	27.957712	29.087348	0.01656	43.400891
03:58.3	1300	1321.309448	100	97.242485	0.072584	0.076493	15.200942	0.031357	238.760406	1050	3.1	551.456434	2.835648	19.351112	2.845309	2.703906	2890.736749	-11.855661	0	220.384246	1.019565	29.53133	30.630872	0.016605	43.254958
03:58.4	1300	1319.000122	100	98.627842	0.066793	0.089365	15.200942	0.25783	238.760406	1050	3.1	528.793878	2.891929	18.967313	2.850418	2.683298	2890.736749	-11.855661	0	220.384246	1.019565	29.53133	30.630872	0.016605	43.254958
