Aalto University																									
Internal Combustion Engine Laboratory																									
Engine: 44AWI																									
Project: Hercules																									
Reference: RCP Test Run																									
Operator: Jari																									
2017.05.18																									
Time(hh:mm:ss)	SpeedSet(rpm)	SpeedMea(rpm)	TorqSet(Nm)	TorqMea(Nm)	InManPSet(bar)	InManPMea(bar)	InManTMea(C)	ExManPMea(bar)	ExManTMea(C)	FRailPSet(bar)	FRailPCtrl(V)	FRailPMea(bar)	InjStrtSet(deg)	InjQuantSet(mg)	VGTPosSet(V)	VGTPosMea(V)	FMfClc(g/h)	AFRMea(AFR)	NOxMea(Vol%)	ExAirTMea(C)	AmbPMea(bar)	AmbRHMea(%RH)	AmbTMea(C)	IntPMea(bard)	ChargeAirTMea(C)
03:58.5	1300	1317.870239	100	97.242485	0.066065	0.064605	15.200942	0.098581	238.760406	1050	3.1	514.372251	2.955831	18.504894	2.850418	2.703906	2911.511348	-11.855661	0	220.384246	1.019565	29.53133	30.630872	0.016605	43.254958
03:58.6	1300	1317.306152	100	100.0132	0.071391	0.08174	15.249435	0.159247	238.681835	1050	3.1	508.191554	2.937659	18.60079	2.855374	2.693602	2911.511348	-11.868855	0	220.4402	1.019565	28.426929	29.397201	0.01656	43.400247
03:58.7	1300	1311.733398	100	100.0132	0.068857	-0.127164	15.188056	0.119692	238.684837	1050	3.1	561.757596	2.96909	18.351961	2.844833	2.703906	2945.035184	-11.862765	0	220.534495	1.019833	28.574456	31.913316	0.01656	43.256678
03:58.8	1300	1316.699097	100	98.627842	0.067528	0.08666	15.188056	0.215199	238.684837	1050	3.1	580.299688	3.021003	17.92638	2.854481	2.68845	2945.035184	-11.862765	0	220.534495	1.019833	28.574456	31.913316	0.01656	43.256678
03:58.9	1300	1303.865845	100	98.627842	0.064632	0.08584	15.188056	0.172159	238.684837	1050	3.1	602.962244	2.997052	18.073634	2.744077	2.698754	3005.871436	-11.862765	0	220.534495	1.019833	28.574456	31.913316	0.01656	43.256678
03:59.0	1300	1295.085205	100	98.627842	0.069989	-0.04698	15.426971	0.189785	238.474857	1050	3.1	584.420153	3.127252	17.145908	2.841013	2.68845	3005.871436	-11.882049	0	220.480401	1.019833	29.043672	27.78769	0.016605	43.331415
03:59.1	1300	1312.077637	100	100.0132	0.068406	0.078707	15.316478	0.284678	238.216368	1050	3.1	541.155272	3.100479	17.29167	2.842816	2.693602	2824.906644	-11.870885	0	220.542667	1.019565	30.422637	28.275421	0.016605	43.406898
03:59.2	1300	1303.695923	100	102.783916	0.071078	0.088381	15.316478	0.179333	238.216368	1050	3.1	520.552948	2.977138	18.111587	2.770877	2.693602	2824.906644	-11.870885	0	220.542667	1.019565	30.422637	28.275421	0.016605	43.406898
03:59.3	1300	1303.22876	100	100.0132	0.078333	0.092481	15.316478	0.242458	238.216368	1050	3.1	613.263406	3.096057	17.24257	2.82519	2.693602	2757.35432	-11.870885	0	220.542667	1.019565	30.422637	28.275421	0.016605	43.406898
03:59.4	1300	1314.189941	100	100.0132	0.075255	0.078789	15.118282	0.08403	237.955065	1050	3.1	574.118991	3.004546	17.788523	2.832128	2.68845	2757.35432	-11.86784	0	220.251859	1.019029	28.40439	27.781952	0.016514	43.241925
03:59.5	1300	1310.186646	100	100.0132	0.083973	0.102073	15.118282	0.186916	237.955065	1050	3.106098	598.84178	3.043719	17.45906	2.83072	2.698754	2734.031941	-11.86784	0	220.251859	1.019029	28.40439	27.781952	0.016514	43.241925
03:59.6	1300	1319.043701	100	97.242485	0.083044	0.069278	15.321047	0.199213	237.751348	1050	3.1	563.817829	2.954708	18.012148	2.824516	2.693602	2734.031941	-11.87596	0	220.451083	1.020101	28.375704	28.496334	0.016605	43.39321
03:59.7	1300	1290.11438	100	98.627842	0.073402	0.076165	15.232052	0.037916	237.760157	1050	3.1	530.85411	3.043088	17.373226	2.841997	2.703906	2988.215743	-11.8719	0	220.500025	1.019029	28.306039	28.080328	0.016514	43.469251
03:59.8	1300	1288.950439	100	100.0132	0.07603	0.116913	15.232052	0.181997	237.760157	1050	3.1	537.034808	2.844357	18.703081	2.825199	2.683298	2988.215743	-11.8719	0	220.500025	1.019029	28.306039	28.080328	0.016514	43.469251
03:59.9	1300	1301.024536	100	100.0132	0.080495	0.077559	15.232052	0.19122	237.760157	1050	3.1	621.504336	2.863726	18.528519	2.825948	2.703906	2750.655232	-11.8719	0	220.500025	1.019029	28.306039	28.080328	0.016514	43.469251
04:00.0	1300	1303.186279	100	100.0132	0.082053	0.076083	15.138098	-0.023775	238.123593	1050	3.1	574.118991	2.998793	17.581464	2.846815	2.68845	2750.655232	-11.85769	0	220.501872	1.019297	29.281354	30.008298	0.016696	43.275998
04:00.1	1300	1324.152466	100	97.242485	0.082979	0.12257	15.221798	0.161707	238.579932	1050	3.103007	607.082709	2.921473	18.078351	2.827914	2.698754	2935.524192	-11.870885	0	220.577142	1.019565	28.510937	31.75839	0.01656	43.365578
04:00.2	1300	1303.695923	100	98.627842	0.077903	0.070344	15.221798	0.236105	238.579932	1050	3.1	576.179223	2.857447	18.507618	2.829412	2.693602	2935.524192	-11.870885	0	220.577142	1.019565	28.510937	31.75839	0.01656	43.365578
04:00.3	1300	1339.001831	100	98.627842	0.080757	0.074771	15.06869	0.126865	239.09179	1050	3.1	543.215505	2.948373	17.857732	2.852895	2.703906	2845.699114	-11.86987	0	220.774411	1.019297	29.959567	30.452993	0.01656	43.320353
04:00.4	1300	1323.232666	100	100.0132	0.076386	0.095596	15.06869	0.135883	239.09179	1050	3.1	526.733646	2.787987	18.972285	2.830458	2.68845	2845.699114	-11.86987	0	220.774411	1.019297	29.959567	30.452993	0.01656	43.320353
04:00.5	1300	1328.418213	100	98.627842	0.072571	0.079117	15.151967	0.156993	239.284598	1050	3.1	512.312019	2.786379	19.027858	2.834419	2.703906	3057.581827	-11.886109	0	220.883067	1.019565	29.342824	28.99554	0.01656	43.46939
04:00.6	1300	1345.713989	100	100.0132	0.071094	0.063457	15.151967	0.432859	239.284598	1050	3.1	555.576899	2.995584	17.621461	2.846683	2.703906	3057.581827	-11.886109	0	220.883067	1.019565	29.342824	28.99554	0.01656	43.46939
04:00.7	1300	1340.707153	100	101.398558	0.068964	0.159874	15.265404	0.052262	239.051507	1050	3.1	582.35992	2.9578	18.142245	2.840952	2.68845	2897.263081	-11.872915	0	220.925875	1.019833	30.121436	30.082892	0.016514	43.360027
04:00.8	1300	1341.966675	100	97.242485	0.073699	0.09617	15.265404	0.083415	239.051507	1050	3.1	602.962244	2.893861	18.241742	2.830751	2.698754	2897.263081	-11.872915	0	220.925875	1.019833	30.121436	30.082892	0.016514	43.360027
04:00.9	1300	1331.424927	100	100.0132	0.072834	0.087479	15.265404	0.221963	239.051507	1050	3.1	553.516667	2.89918	18.188182	2.882592	2.683298	2871.784993	-11.872915	0	220.925875	1.019833	30.121436	30.082892	0.016514	43.360027
04:01.0	1300	1342.957886	100	100.0132	0.070627	0.086988	15.057265	0.022954	238.459923	1050	3.1	582.35992	2.877205	18.355545	2.856534	2.709059	2871.784993	-11.874945	0	220.896913	1.019833	29.785403	27.079047	0.01656	43.31851
04:01.1	1300	1311.346558	100	100.0132	0.070793	0.085758	15.296113	0.12748	237.563452	1050	3.1	543.215505	2.911542	18.161042	2.853865	2.68845	3098.373884	-11.86987	0	220.518208	1.019297	28.20359	30.633741	0.016514	43.265455
04:01.2	1300	1311.991577	100	100.0132	0.070722	0.073788	15.296113	0.082595	237.563452	1050	3.1	532.914343	2.796014	18.953012	2.855028	2.709059	3098.373884	-11.86987	0	220.518208	1.019297	28.20359	30.633741	0.016514	43.265455
04:01.3	1300	1323.495239	100	102.783916	0.079599	0.078051	15.016855	-0.076653	236.56925	1050	3.1	514.372251	3.033541	17.30746	2.850909	2.703906	2698.740011	-11.864795	0	220.271985	1.018762	30.049722	29.839027	0.016605	43.215355
04:01.4	1300	1305.44043	100	101.398558	0.079643	0.084774	15.016855	0.157608	236.56925	1050	3.1	611.203174	3.124298	16.595728	2.844915	2.698754	2698.740011	-11.864795	0	220.271985	1.018762	30.049722	29.839027	0.016605	43.215355
04:01.5	1300	1316.352295	100	101.398558	0.075609	0.110518	15.239149	0.230366	235.548788	1050	3.1	578.239456	3.127265	16.416568	2.848921	2.703906	2448.765028	-11.8719	0	220.055107	1.019565	30.621388	29.222191	0.01656	43.193778
04:01.6	1300	1294.07959	100	102.783916	0.068306	0.085594	15.239149	-0.170111	235.548788	1050	3.107814	590.60085	3.152093	16.127207	2.856722	2.698754	2448.765028	-11.8719	0	220.055107	1.019565	30.621388	29.222191	0.01656	43.193778
04:01.7	1300	1292.699585	100	100.0132	0.070141	0.091743	15.157713	0.061075	234.785333	1050	3.1	555.576899	3.176332	15.841515	2.871045	2.693602	2562.237528	-11.870885	0	219.862986	1.018762	29.516987	29.68697	0.01656	43.347754
04:01.8	1300	1295.630493	100	100.0132	0.074745	0.11019	15.157713	0.249017	234.785333	1050	3.1	522.613181	3.203174	15.506953	2.858415	2.703906	2562.237528	-11.870885	0	219.862986	1.018762	29.516987	29.68697	0.01656	43.347754
04:01.9	1300	1284.934204	100	98.627842	0.07712	0.076083	15.315785	0.026233	233.677666	1050	3.1	541.155272	3.192825	15.407893	2.861364	2.68845	2386.202895	-11.764315	0	219.62381	1.019297	29.734179	30.37553	0.016605	43.344528
04:02.0	1300	1274.819092	100	100.0132	0.081559	0.092645	15.315785	-0.008199	233.677666	1050	3.5	607.082709	3.189158	15.298734	2.87017	2.703906	2386.202895	-11.764315	0	219.62381	1.019297	29.734179	30.37553	0.016605	43.344528
04:02.1	1300	1262.905396	100	100.0132	0.079789	0.102483	15.383146	0.274431	232.68829	1050	3.5	557.637132	3.26256	14.659981	2.855051	2.683298	2333.47565	-11.87393	0	219.427006	1.019565	28.353166	29.259488	0.01656	43.202915
04:02.2	1300	1258.970215	100	94.471769	0.078367	0.08625	15.383146	0.199213	232.68829	1050	3.5	559.697364	3.228328	14.780257	2.864482	2.739971	2333.47565	-11.87393	0	219.427006	1.019565	28.353166	29.259488	0.01656	43.202915
04:02.3	1300	1253.99707	100	102.783916	0.077903	0.075837	15.383146	0.143671	232.68829	1050	3.5	510.251786	3.003325	16.243623	2.871253	2.750275	2315.414655	-11.87393	0	219.427006	1.019565	28.353166	29.259488	0.01656	43.202915
04:02.4	1300	1269.639648	100	100.0132	0.083648	0.10896	15.0969	0.155558	231.705994	1050	3.5	549.396202	3.009496	16.130862	2.861396	2.719363	2315.414655	-11.883064	0	218.964671	1.019297	28.219982	28.731592	0.01656	43.065669
04:02.5	1300	1274.088257	100	100.0132	0.070391	0.110928	15.0969	0.160887	230.919559	1050	3.5	602.962244	3.015858	16.051586	2.863154	2.76058	2349.233784	-11.883064	0	218.964671	1.019029	29.496497	30.246425	0.01656	43.065669
04:02.6	1300	1258.574097	100	101.398558	0.080145	0.077887	15.180427	0.210281	230.919559	1050	3.5	576.179223	2.870032	17.050742	2.876266	2.76058	2349.233784	-11.860735	0	218.889387	1.019029	29.496497	30.246425	0.01656	43.054366
04:02.7	1300	1249.063232	100	100.0132	0.076056	0.095268	15.180427	-0.140393	230.919559	1050	3.5	534.974575	3.04225	15.845808	2.881948	2.781188	2458.060855	-11.860735	0	218.889387	1.019029	29.496497	30.246425	0.01656	43.054366
04:02.8	1300	1269.76062	100	100.0132	0.081992	0.089037	15.179848	0.052672	230.726483	1050	3.5	514.372251	2.880795	16.958506	2.863741	2.78634	2458.060855	-11.870885	0	218.833879	1.019833	29.445273	30.507505	0.016514	43.225761
04:02.9	1300	1275.795044	100	100.0132	0.074369	0.066901	15.179848	0.357437	230.726483	1050	3.5	582.35992	2.870486	17.040887	2.876943	2.806948	2576.225365	-11.870885	0	218.833879	1.019833	29.445273	30.507505	0.016514	43.225761
04:03.0	1300	1257.466187	100	98.627842	0.081728	0.097072	15.071057	0.149615	230.600955	1050	3.5	567.938294	2.790492	17.511353	2.871324	2.822405	2576.225365	-11.892199	0	218.709457	1.019565	29.555918	29.876324	0.01656	43.067002
04:03.1	1300	1264.542236	100	104.169274	0.073676	0.067474	15.09422	0.129119	230.910857	1050	3.5	567.938294	2.818752	17.498323	2.864304	2.812101	2644.434248	-11.880019	0	218.602279	1.019565	27.910586	28.941029	0.016514	43.099354
04:03.2	1300	1258.890869	100	101.398558	0.080583	0.074443	15.09422	0.16929	230.910857	1050	3.5	514.372251	2.801054	17.668214	2.87634	2.843013	2644.434248	-11.880019	0	218.602279	1.019565	27.910586	28.941029	0.016514	43.099354
04:03.3	1300	1288.327759	100	100.0132	0.077622	0.088053	15.140112	0.184866	230.974406	1050	3.5	565.878061	2.646085	18.829993	2.863286	2.837861	2751.578299	-11.87393	0	218.693449	1.019833	30.039477	30.834571	0.016514	42.923369
04:03.4	1300	1304.631348	100	100.0132	0.077471	0.068294	15.140112	0.207821	230.974406	1050	3.5	607.082709	2.593435	19.280934	2.866297	2.853317	2751.578299	-11.87393	0	218.693449	1.019833	30.039477	30.834571	0.016514	42.923369
04:03.5	1300	1296.134277	100	98.627842	0.072889	0.086824	15.324946	-0.075218	231.277171	1050	3.5	565.878061	2.573652	19.597508	2.875899	2.843013	3109.222759	-11.86581	0	218.828082	1.019565	28.248668	31.46862	0.01656	43.107566
04:03.6	1300	1293.535645	100	100.0132	0.07089	0.094366	15.324946	0.111698	231.277171	1050	3.5	551.456434	2.686142	18.974652	2.867543	2.863622	3109.222759	-11.86581	0	218.828082	1.019565	28.248668	31.46862	0.01656	43.107566
04:03.7	1300	1299.883057	100	100.0132	0.066466	0.062883	15.324946	0.195524	231.277171	1050	3.5	510.251786	2.49133	20.454241	2.87976	2.848165	3220.04182	-11.86581	0	218.828082	1.019565	28.248668	31.46862	0.01656	43.107566
04:03.8	1300	1293.284546	100	97.242485	0.07133	0.085758	15.221119	-0.138549	231.510127	1050	3.5	565.878061	2.642773	19.579048	2.882907	2.863622	3220.04182	-11.870885	0	218.748231	1.019029	29.543624	29.362773	0.01656	43.069563
04:03.9	1300	1267.547607	100	102.783916	0.064312	0.102647	15.262237	0.092843	231.799669	1050	3.5	574.118991	2.655172	19.689601	2.871574	2.853317	3084.567278	-11.876975	0	218.873119	1.019297	28.121631	30.530457	0.01656	43.025282
04:04.0	1300	1311.303467	100	101.398558	0.065766	0.054193	15.262237	0.138752	231.799669	1050	3.5	600.902012	2.67196	19.725703	2.883058	2.858469	3084.567278	-11.876975	0	218.873119	1.019297	28.121631	30.530457	0.01656	43.025282
04:04.1	1300	1307.616821	100	100.0132	0.071535	0.068622	15.262237	-0.075013	231.799669	1050	3.5	561.757596	2.713464	19.580223	2.890748	2.853317	3049.515796	-11.876975	0	218.873119	1.019297	28.121631	30.530457	0.01656	43.025282
04:04.2	1300	1289.282837	100	98.627842	0.066152	0.095104	15.34265	0.093253	231.992974	1050	3.5	541.155272	2.500132	21.153373	2.87001	2.853317	3049.515796	-11.889154	0	218.931717	1.019297	28.924831	28.209434	0.016514	43.129604
04:04.3	1300	1316.179077	100	98.627842	0.07561	0.068048	15.34265	0.217249	231.992974	1050	3.5	502.010857	2.763475	19.500132	2.871707	2.853317	3118.065379	-11.889154	0	218.931717	1.019297	28.924831	28.209434	0.016514	43.129604
04:04.4	1300	1308.729248	100	100.0132	0.069823	0.07264	15.105494	0.042425	232.338131	1050	3.5	561.757596	2.753709	19.636316	2.888603	2.853317	3118.065379	-11.877989	0	218.927577	1.018494	26.832822	29.202108	0.016514	43.115116
04:04.5	1300	1329.654541	100	98.627842	0.073364	0.092235	15.341466	0.125635	232.408896	1050	3.5	757.479674	2.797585	19.376873	2.874137	2.863622	3109.233422	-11.868855	0	218.873521	1.019833	30.387804	28.387312	0.01656	42.995046
04:04.6	1300	1332.933472	100	101.398558	0.069216	0.058702	15.341466	0.169085	232.408896	1050	3.5	1045.91221	2.916597	18.593775	2.878428	2.853317	3109.233422	-11.868855	0	218.873521	1.019833	30.387804	28.387312	0.01656	42.995046
04:04.7	1300	1323.714355	100	100.0132	0.072746	0.08625	15.270322	0.03935	232.436816	1050	3.565329	1138.622668	2.85355	19.060044	2.887415	2.873926	3154.746729	-11.879004	0	218.976898	1.019297	29.781306	28.56519	0.01656	42.972593
04:04.8	1300	1317.436279	100	100.0132	0.069163	0.061817	15.270322	0.142441	232.436816	1050	3.697187	1132.441971	2.834995	19.20414	2.872816	2.837861	3154.746729	-11.879004	0	218.976898	1.019297	29.781306	28.56519	0.01656	42.972593
04:04.9	1300	1312.766724	100	101.398558	0.069101	0.081986	15.270322	-0.059642	232.436816	1050	3.747064	1352.886838	2.697837	20.186914	2.8869	2.868774	3073.885273	-11.879004	0	218.976898	1.019297	29.781306	28.56519	0.01656	42.972593
04:05.0	1300	1331.114868	100	101.398558	0.072968	0.05903	15.159213	0.056361	232.208484	1050	3.751102	1381.730092	2.729519	20.039594	2.873	2.853317	3073.885273	-11.876975	0	218.877746	1.020101	29.850971	32.002255	0.016514	42.882785
04:05.1	1300	1313.154541	100	102.783916	0.075451	0.070508	15.048511	0.25783	232.113892	1050	3.87738	1276.658239	2.638715	20.680781	2.88165	2.858469	2980.881522	-11.881034	0	218.742383	1.019565	27.189344	29.084479	0.01656	43.165927
04:05.2	1300	1311.647461	100	101.398558	0.07443	0.090267	15.048511	0.098581	232.113892	1050	3.918244	1379.669859	2.960853	18.49969	2.870313	2.853317	2980.881522	-11.881034	0	218.742383	1.019565	27.189344	29.084479	0.01656	43.165927
04:05.3	1300	1287.829956	100	100.0132	0.073583	0.091989	15.048511	0.293901	232.113892	1050	3.888974	1344.645908	2.934393	18.658543	2.875706	2.863622	3011.381252	-11.881034	0	218.742383	1.019565	27.189344	29.084479	0.01656	43.165927
04:05.4	1300	1311.475464	100	101.398558	0.085413	0.070836	15.219274	0.140802	231.826028	1050	3.96366	1253.995683	2.972341	18.368581	2.879745	2.848165	3011.381252	-11.892199	0	218.869003	1.019565	29.295697	29.293916	0.01656	43.18369
04:05.5	1300	1305.909302	100	101.398558	0.075107	0.097318	15.145939	0.249836	231.535212	1050	3.972161	1319.92312	2.860901	19.096578	2.886664	2.863622	2879.035092	-11.868855	0	218.654523	1.019029	29.889902	28.50781	0.01656	42.92134
04:05.6	1300	1306.890625	100	101.398558	0.07513	0.063047	15.145939	-0.057592	231.535212	1050	3.947613	1321.983352	2.967018	18.316293	2.876601	2.843013	2879.035092	-11.868855	0	218.654523	1.019029	29.889902	28.50781	0.01656	42.92134
04:05.7	1300	1321.004028	100	97.242485	0.076779	0.064769	15.130088	0.059845	231.102706	1050	4.000323	1282.838936	3.098639	17.346642	2.889694	2.868774	2842.192713	-11.897273	0	218.544384	1.019833	28.140072	30.696859	0.016514	43.128672
04:05.8	1300	1302.592163	100	101.398558	0.076435	0.084856	15.130088	0.239384	231.102706	1050	4.023933	1179.827316	3.124034	17.090571	2.873029	2.837861	2842.192713	-11.897273	0	218.544384	1.019833	28.140072	30.696859	0.016514	43.128672
04:05.9	1300	1280.163818	100	104.169274	0.075	0.094858	15.130088	0.10514	231.102706	1050	4.025395	1218.971732	3.058344	17.492511	2.873623	2.848165	2744.820477	-11.897273	0	218.544384	1.019833	28.140072	30.696859	0.016514	43.128672
04:06.0	1300	1305.057129	100	100.0132	0.071878	0.075673	15.191453	0.14818	231.043595	1050	3.989	1264.296845	2.988259	17.911801	2.885342	2.848165	2744.820477	-11.880019	0	218.660252	1.020101	28.117533	28.694295	0.016605	43.014529
04:06.1	1300	1297.605835	100	100.0132	0.078043	0.091661	15.191453	0.250041	231.043595	1050	4.021022	1289.019634	3.0149	17.689961	2.888502	2.858469	2733.867861	-11.880019	0	218.660252	1.020101	28.117533	28.694295	0.016605	43.014529
04:06.2	1300	1316.785645	100	100.0132	0.068021	0.058374	15.169998	-0.041606	230.530192	1050	4.059654	1297.260563	3.114603	16.976288	2.88494	2.843013	2733.867861	-11.870885	0	218.467339	1.019565	27.955663	28.444692	0.01665	42.929839
04:06.3	1300	1297.690063	100	100.0132	0.063372	0.044764	15.269394	0.097352	230.222564	1050	4.090904	1299.320796	2.985679	17.800459	2.896756	2.858469	2708.975624	-11.87596	0	218.255566	1.019565	30.062016	30.685383	0.016469	43.000275
04:06.4	1300	1300.05188	100	98.627842	0.056037	0.063457	15.269394	0.197164	230.222564	1050	4.115286	1256.055915	2.975269	17.845705	2.885056	2.853317	2708.975624	-11.87596	0	218.255566	1.019565	30.062016	30.685383	0.016469	43.000275
04:06.5	1300	1275.307007	100	98.627842	0.057645	0.082068	15.051039	0.158428	229.991231	1050	4.137007	1173.646619	2.800968	19.038269	2.877008	2.848165	2998.245695	-11.864795	0	218.242593	1.019565	28.562162	28.941029	0.01656	42.896138
04:06.6	1300	1300.178833	100	101.398558	0.053333	0.049273	15.051039	0.035251	229.991231	1050	4.134349	1109.779415	2.945273	18.065818	2.888395	2.863622	2998.245695	-11.864795	0	218.242593	1.019565	28.562162	28.941029	0.01656	42.896138
04:06.7	1300	1295.756348	100	98.627842	0.052494	0.044764	15.051039	0.040375	229.991231	1050	4.106881	1035.611048	2.98397	17.789459	2.899775	2.853317	2896.500538	-11.864795	0	218.242593	1.019565	28.562162	28.941029	0.01656	42.896138
04:06.8	1300	1303.611084	100	100.0132	0.05252	0.061243	15.089808	0.17093	230.074743	1050	4.082591	975.864309	2.941097	18.056925	2.884461	2.858469	2896.500538	-11.85972	0	218.114094	1.019565	28.613386	28.700033	0.01665	42.987282
04:06.9	1300	1298.617065	100	100.0132	0.050848	0.072476	15.235669	0.221348	229.927952	1050	4.047398	928.478964	3.044321	17.321351	2.882654	2.843013	2800.879384	-11.864795	0	218.157268	1.019565	28.158512	31.101388	0.016605	43.133443
04:07.0	1300	1313.758301	100	98.627842	0.052976	0.071164	15.235669	-0.049599	229.927952	1050	4.013836	899.63571	2.910566	18.226766	2.88992	2.863622	2800.879384	-11.864795	0	218.157268	1.019565	28.158512	31.101388	0.016605	43.133443
04:07.1	1300	1306.335693	100	98.627842	0.052116	0.042714	15.119826	0.053287	229.869499	1050	3.981991	899.63571	2.745502	19.371759	2.897159	2.843013	3024.412629	-11.886109	0	218.160013	1.019297	27.715932	28.803317	0.01656	43.031769
04:07.2	1300	1297.858521	100	97.242485	0.049016	0.051569	15.119826	0.129529	229.869499	1050	3.956241	936.719893	2.755656	19.348644	2.899825	2.863622	3024.412629	-11.886109	0	218.160013	1.019297	27.715932	28.803317	0.01656	43.031769
04:07.3	1300	1298.364136	100	97.242485	0.054422	0.055996	14.988621	0.181997	229.659335	1050	3.94371	965.563147	2.872	18.585923	2.883332	2.863622	2894.134814	-11.870885	0	217.987262	1.019565	28.691247	30.298067	0.01656	42.949372
